Number,Source.Url,Country,Region,Class,Project.Approval.Date,Project.Location,Project.Description,Goal.Project.Number,Objectives,Goal.Contribution,Fap.Contribution,Ma.Contribution,Other.Contribution,TotalBudget,Total.Paid,Fifa.points.2015,Fifa.rank.2015,Fifa.points.2000,Fifa.rank.2000,diff_rank,diff_points,id,Project.Approval.Year
p503,http://www.fifa.com/associations/association=sdn/development-activities/goal/index.html,Sudan,SUB-SAHARAN AFRICA,Football pitch,04.02.2008,Khartoum,The first project approved in 2008 was a Football Technical Academy in Malakal (South of Sudan). The new project is a futsal AT in the Burri region (the eastern sector of Khartoum).;The project consists of;- Futsal artificial turf;- A security fence for the artificial turf;- Changing rooms,3,- Develop and promote futsal in Sudan since futsal actually is one of the priorities of the Sudan FA.;- Offer the SFA a new infrastructure which can be used for futsal games and training;- Use project for the grassroots development;- Develop and promote w,400000,0,0,0,400000,NA,288,112,289,129,17,1,SDN,2008
p504,http://www.fifa.com/associations/association=sdn/development-activities/goal/index.html,Sudan,SUB-SAHARAN AFRICA,Football pitch,25.06.2006,Khartoum,Installation of two artificial turf pitches at the football academy. The project includes: one full-size pitch and one 5-a-side pitch,2,The objective of this project is;-to complete the facilities of the national football academy,400000,38973,0,100000,438973,538974,288,112,289,129,17,1,SDN,2006
p505,http://www.fifa.com/associations/association=sdn/development-activities/goal/index.html,Sudan,SUB-SAHARAN AFRICA,Football academy,13.02.2001,Khartoum,"Creation of a football academy for young players in various age groups. The project includes: administrative offices, conference rooms and various facilities",1,"The objectives of this project are;-to organise courses, seminars and activities for the development of youth football;-to promote the development of young talent;-to increase the level and profile of football players",400000,100000,0,0,500000,500000,288,112,289,129,17,1,SDN,2001
p506,http://www.fifa.com/associations/association=sen/development-activities/goal/index.html,Senegal,SUB-SAHARAN AFRICA,Football pitch,18.03.2013,Dakar,Football turf pitch at the National Technical Centre (Goal II and III).,4,Objectives;Make the technical centre more functional (Goal I and III) in order to;1) Have more playing areas for groups of teams;2) Develop grassroots football and youth football;3) Further develop women’s football;4) Better prepare the national teams;5) Improve the quality of the game,500000,75298,0,0,575298,143825,744,36,451,85,49,-293,SEN,2013
p507,http://www.fifa.com/associations/association=sen/development-activities/goal/index.html,Senegal,SUB-SAHARAN AFRICA,Technical centre,01.12.2009,Dakar,"Construction work to complete the national technical centre. The project includes: accommodation, football equipment and changing rooms",3,"The objective of this project is;- to organise courses, seminars and activities for the development of youth and women’s football",400000,0,0,0,400000,362264,744,36,451,85,49,-293,SEN,2009
p508,http://www.fifa.com/associations/association=sen/development-activities/goal/index.html,Senegal,SUB-SAHARAN AFRICA,Technical centre,22.09.2004,Dakar,Construction of a technical centre,2,"The objective of this project is;-to organise courses, seminars and activities for the development of youth and women’s football",400000,50000,0,0,450000,450000,744,36,451,85,49,-293,SEN,2004
p509,http://www.fifa.com/associations/association=sen/development-activities/goal/index.html,Senegal,SUB-SAHARAN AFRICA,Headquarters,04.03.2002,Dakar,Construction of the association’s headquarters,1,The objective of this project is;- to deliver headquarters and administrative offices befitting a football association,400000,0,0,0,400000,400000,744,36,451,85,49,-293,SEN,2002
p510,http://www.fifa.com/associations/association=sey/development-activities/goal/index.html,Seychelles,SUB-SAHARAN AFRICA,Other,03.09.2013,,Construction of a beach soccer facility with a seating pavilion for the Seychelles Football Federation.,5,Development of a facility that will host national and international events for the following purposes;ï Structured development of beach soccer given the abundance of beach and interest in the game;ï Construct a facility that will host national and international events;ï Contribute to national efforts to develop football tourism in the Seychelles,500000,0,0,0,500000,NA,62,177,81,188,11,19,SYC,2013
p511,http://www.fifa.com/associations/association=sey/development-activities/goal/index.html,Seychelles,SUB-SAHARAN AFRICA,Other,26.10.2010,Praslin,Développement des Infrastructures pour le Football dans l’ile de Praslin (2eme ile la plus peuplée aux Seychelles),4,Doter l’ile de Praslin d’un stade adéquate pour le compétition d’élites à travers;- La construction de tribunes pour l’accueil dans de bonnes conditions des spectateurs;- La construction de vestiaires pour les équipes et les arbitres;- La construction d’un espace de stockage et d’un bureau;- La construction de toilettes;- La construction d’espaces commerciaux;- L’installation d’un système d’éclairage pour les matches joués en nocturnes,400000,0,0,0,400000,400000,62,177,81,188,11,19,SYC,2010
p512,http://www.fifa.com/associations/association=sey/development-activities/goal/index.html,Seychelles,SUB-SAHARAN AFRICA,Football pitch,03.12.2006,"Praslin, Seychelles",Artificial turf pitch in Praslin,3,Increase infrastructure capacity in the country;-Support of national competitions;-Reach international standard through artificial turf pitch,400000,0,0,0,400000,400000,62,177,81,188,11,19,SYC,2006
p513,http://www.fifa.com/associations/association=sey/development-activities/goal/index.html,Seychelles,SUB-SAHARAN AFRICA,Technical centre,22.09.2004,Mahe,National Tecnical Center in Mahe,2,To develop the existing infrastructures of training in Seychelles;To create a solid base for the youth development programs,400000,0,200000,0,1047727,400000,62,177,81,188,11,19,SYC,2004
p514,http://www.fifa.com/associations/association=sey/development-activities/goal/index.html,Seychelles,SUB-SAHARAN AFRICA,Football pitch,04.07.2001,Mahe Island,Artificial turf training fields on Mahe Island: 1 full size and two 7 aside fields,1,"Necessary infrastructure for clubs and national teams as well as youth football development, as there is a serious shortage of suitable training facilities",400000,19687,0,0,419687,419687,62,177,81,188,11,19,SYC,2001
p515,http://www.fifa.com/associations/association=sin/development-activities/goal/index.html,Singapore,ASIA (EX. NEAR EAST),Football pitch,03.09.2013,Jalan Besar Stadium,"Installation of an artificial football turf at the Jalan Besar Stadium (JBS), Singapore.",4,ï Improve and upgrade the football turf at the Jalan Basar Stadium in order to guarantee optimal playing conditions;ï Provide an additional venue with a high quality pitch;ï Create professional training conditions for talented youth players;ï Improve the performance of youth and national teams;ï Cater to the increasing demands on our national teams and competition schedule,500000,99994,0,0,599994,330000,136,156,375,107,-49,239,SGP,2013
p516,http://www.fifa.com/associations/association=sin/development-activities/goal/index.html,Singapore,ASIA (EX. NEAR EAST),Football academy,26.10.2010,Singapore,Financing of the national football academy (U-14- U-18),3,The objectives of this project are;-to provide professional training conditions for talented youth players;-to improve the performance of the youth and men’s national teams,400000,0,0,0,400000,400000,136,156,375,107,-49,239,SGP,2010
p517,http://www.fifa.com/associations/association=sin/development-activities/goal/index.html,Singapore,ASIA (EX. NEAR EAST),Football pitch,04.02.2008,Singapore,Installation of a new artificial turf pitch at the Jalan Besar Stadium,2,The objective of this project is;-to organise international matches,399714,0,0,0,399714,399714,136,156,375,107,-49,239,SGP,2008
p518,http://www.fifa.com/associations/association=sin/development-activities/goal/index.html,Singapore,ASIA (EX. NEAR EAST),Football pitch,17.10.2003,Singapore,Installation of an artificial turf pitch at Jalan Besar Stadium,1,The objectives of this project are;-to improve the region’s football facilities;-to replace the existing natural turf pitch,400000,234079,0,0,634079,634079,136,156,375,107,-49,239,SGP,2003
p519,http://www.fifa.com/associations/association=skn/development-activities/goal/index.html,St. Kitts and Nevis,LATIN AMER. & CARIB,Technical centre,14.10.2011,Basseterre,"Construction of the national technical centre. The project includes: an auditorium, a medical clinic, a library, and a fitness and equipment centre",2,The objective of this project is;-to provide the association with facilities for its development programmes,500000,0,0,0,500000,NA,258,119,243,147,28,-15,KNA,2011
p520,http://www.fifa.com/associations/association=sle/development-activities/goal/index.html,Sierra Leone,SUB-SAHARAN AFRICA,Technical centre,03.09.2013,Freetown,Refurbishment works at the Technical Centre (including solar panels and equipment) as well as purchase of football material and organisation of training sessions and courses.,4,Bring to life an infrastructure that was built as part of the Goal I project through a mix of infrastructure work and activities. The aim of the project are;1) Give the MA an infrastructure of good quality;2) Enable the organisation of courses and training sessions for the youth and women;3) Enable the visiting clubs to be hosted during away games in Freetown;4) Organisation of matches for minor leagues;5) Income generation through rental,500000,0,0,0,500000,NA,382,86,302,124,38,-80,SLE,2013
p521,http://www.fifa.com/associations/association=sle/development-activities/goal/index.html,Sierra Leone,SUB-SAHARAN AFRICA,Football pitch,15.03.2010,Koidu,Installation of an artificial turf pitch in the city of Koidu,3,"The objectives of this project are;- to provide the association with an additional artificial turf pitch for the organisation of the national, youth and women’s championships;- to increase the number of training sessions",400000,45000,0,402000,445000,754200,382,86,302,124,38,-80,SLE,2010
p522,http://www.fifa.com/associations/association=sle/development-activities/goal/index.html,Sierra Leone,SUB-SAHARAN AFRICA,Football pitch,04.02.2008,Freetown,Installation of an artificial turf pitch at the technical centre,2,"The objective of this project is;- to organise courses, seminars and activities for the development of youth and women’s football",400000,0,0,0,400000,400000,382,86,302,124,38,-80,SLE,2008
p523,http://www.fifa.com/associations/association=sle/development-activities/goal/index.html,Sierra Leone,SUB-SAHARAN AFRICA,Technical centre,04.07.2001,Freetown,Construction of a technical centre,1,"The objective of this project is;- to organise courses, seminars and activities for the development of youth and women’s football",400000,22693,0,0,422693,422693,382,86,302,124,38,-80,SLE,2001
p524,http://www.fifa.com/associations/association=slv/development-activities/goal/index.html,El Salvador,LATIN AMER. & CARIB,Technical centre,27.03.2012,El Salvador,"Installation of a natural turf pitch. The project includes: full drainage, a perimeter wall, a paved path from the building to the pitches and a new unit with whirlpool and bathrooms",4,The objectives of this project are;-to complete the infrastructure;-to improve training with the use of modern sports equipment,500000,0,0,0,500000,485000,381,87,447,86,-1,66,SLV,2012
p525,http://www.fifa.com/associations/association=slv/development-activities/goal/index.html,El Salvador,LATIN AMER. & CARIB,Technical centre,28.02.2011,El Salvador,"Renovation of existing facilities. The project includes: fences, sports equipment, football pitches, dressing rooms and a cellar",3,The objectives of this project are;-to complete the infrastructure;-to protect the previous investment;-to improve the training of the national teams,500000,0,0,0,500000,500000,381,87,447,86,-1,66,SLV,2011
p526,http://www.fifa.com/associations/association=slv/development-activities/goal/index.html,El Salvador,LATIN AMER. & CARIB,Technical centre,02.06.2009,San Salvador,Renovation of existing facilities. The project includes the upgrading of the hotel for the preparation of the national team,2,The objectives of this project are;-to improve the technical centre;-to improve players’ development and performance;- to reduce accommodation costs,400000,0,0,0,400000,400000,381,87,447,86,-1,66,SLV,2009
p527,http://www.fifa.com/associations/association=slv/development-activities/goal/index.html,El Salvador,LATIN AMER. & CARIB,Technical centre,04.07.2001,San Salvador,"Construction of a multifunctional area inside the technical centre. The project includes: a medical clinic, sports lockers and an auditorium",1,The objectives of the project are;-to provide the association with facilities for different purposes;-to improve medical assistance to national teams;-to improve the preparation of national teams;-to deliver headquarters and administrative offices befitting a football association,400000,152838,0,0,552838,552838,381,87,447,86,-1,66,SLV,2001
p528,http://www.fifa.com/associations/association=smr/development-activities/goal/index.html,San Marino,WESTERN EUROPE,Other,18.03.2013,"Stadio di Serravalle, San Marino","Demolition and reconstruction of dressing rooms and construction of a new building with 3 floors in order to provide better infrastructure for teams, referees, medical, match officials and press (conference room), meeting lounge and a physiotheraphy unit (gym)",4,"ï Comply with all necessary requirements in order to host international matches;ï Provide better infrastructure for teams, referees, match officials and press (conference room)",500000,0,341000,0,841000,500000,55,180,161,167,-13,106,SMR,2013
p529,http://www.fifa.com/associations/association=smr/development-activities/goal/index.html,San Marino,WESTERN EUROPE,Headquarters,03.12.2006,City of San Marino,Construction work to complete the FSGC headquarters,2,The objectives of this project are;- to deliver headquarters and administrative offices befitting a football association;- to allow efficient collaboration within different departments,400000,0,600000,0,1000000,400000,55,180,161,167,-13,106,SMR,2006
p530,http://www.fifa.com/associations/association=smr/development-activities/goal/index.html,San Marino,WESTERN EUROPE,Football pitch,17.02.2004,Dogana,Installation of artificial turf pitches: standard and futsal sizes,1,The objective of this project is;- to maximise usage of the facility throughout the year and under all weather conditions for the training and competitions of youth teams,400000,144495,0,0,544495,544495,55,180,161,167,-13,106,SMR,2004
p531,http://www.fifa.com/associations/association=sol/development-activities/goal/index.html,Solomon Islands,OCEANIA,Football academy,26.10.2010,"Honiara, Auki and Gizo","Futsal and beach soccer national elite player development academy programme in Honiara, Auki and Gizo to concentrate on the preparation of international teams in both categories and development of talented youth",4,The objectives of this project are;-to achieve a “top 10” world ranking in both futsal and Beach Soccer by 2018;-to establish and maintain an international futsal playing facility at the national technical centre supported by regional facilities in Auki and Gizo;-to establish and sustain (beyond 2014) a national elite player development programme supported by regional youth programmes for U-15 and U-17,400000,35150,0,60000,435150,16215,53,184,285,132,-52,232,SLB,2010
p532,http://www.fifa.com/associations/association=sol/development-activities/goal/index.html,Solomon Islands,OCEANIA,Headquarters,21.03.2007,Honiara. Auki and Gizo,"Establishment of regional technical centres in Auki and Gizo. The project includes: natural turf pitches, changing rooms, spectator facilities, security fencing, a gymnasium, equipment and kitchen",3,The objectives of this project are;-to deliver headquarters and administrative offices befitting a football association;-to create opportunities for youth players to participate in structured football activities;-to organise technical activities and education courses,400000,0,0,50000,400000,386569,53,184,285,132,-52,232,SLB,2007
p533,http://www.fifa.com/associations/association=sol/development-activities/goal/index.html,Solomon Islands,OCEANIA,Headquarters,22.09.2004,Honiara,"Headquarters and technical centre. The project includes: administration offices, accommodation, an education centre, dining and kitchen facilities and a natural turf pitch",2,The objectives of this project are;-to deliver headquarters and administrative offices befitting a football association;-to implement a management structure for the delivery of services and programmes;-to increase opportunities for youth and women players;- to structure and sustain a talented player development programme,400000,60000,0,0,460000,460000,53,184,285,132,-52,232,SLB,2004
p534,http://www.fifa.com/associations/association=sol/development-activities/goal/index.html,Solomon Islands,OCEANIA,Other,23.09.2004,Honiara,"Renovation of existing stadium facilities. The project includes: an international standard natural turf pitch, floodlights and players’ and officials’ changing rooms",1,"The objectives of this project are;-to enable the association to host confederation, regional and international matches;-to facilitate local, regional and national competition matches on an international quality standard surface;-to improve facilities for players, officials, administrators and spectators",635000,33000,0,0,668000,668000,53,184,285,132,-52,232,SLB,2004
p535,http://www.fifa.com/associations/association=som/development-activities/goal/index.html,Somalia,SUB-SAHARAN AFRICA,Headquarters,03.09.2013,Mogadishu,New SFF Headquarters in Somali National University Area.,2,The new Somali Football Federation's headquarters is one of the priorities of the SFF because the following goals are expected to be met;ï Create office space for the SFF staff to do their job in an efficient manner;ï Improve the professional image of the Somali Football Federation in Somalia;ï Increase the availability of meeting rooms to organize press conferences and meetings;ï Facilitate the organization of SFF workshops and seminars;ï Generate respect for the autonomy of the Somali Football Federation,500000,0,0,0,500000,NA,6,204,40,195,-9,34,SOM,2013
p536,http://www.fifa.com/associations/association=som/development-activities/goal/index.html,Somalia,SUB-SAHARAN AFRICA,Football pitch,03.12.2006,Mogadishu,Installation of an artificial turf pitch in Benadir Stadium in Mogadishu,1,The objective of this project is;-to maximise usage of the facility throughout the year and under all weather conditions,400000,759806,0,69264,1159806,1023708,6,204,40,195,-9,34,SOM,2006
p537,http://www.fifa.com/associations/association=srb/development-activities/goal/index.html,Serbia,EASTERN EUROPE,Technical centre,27.03.2012,Stara Pazova,Construction of spectator stands around the football pitch at the national technical centre,3,"The objectives of this project are;- to develop women’s football through better use of existing facilities;- to help the association to optimise the use of its technical centre;- to host youth leagues, football schools and other clubs",500000,0,0,0,3700000,500000,723,39,NA,NA,39,723,SRB,2012
p538,http://www.fifa.com/associations/association=srb/development-activities/goal/index.html,Serbia,EASTERN EUROPE,Headquarters,01.12.2009,Stara Pazova,"Construction work to complete the FSS headquarters and technical centre. The project includes football pitches, lighting, accommodation and offices",2,The objective of this project is;- to establish a technical centre and headquarters at one site,400000,0,0,0,400000,400000,723,39,NA,NA,39,723,SRB,2009
p539,http://www.fifa.com/associations/association=srb/development-activities/goal/index.html,Serbia,EASTERN EUROPE,Headquarters,03.12.2006,Belgrade,"Construction work to complete the FSS headquarters and technical centre. The project includes: football pitches, lighting, accommodation and office rooms",1,The objectives of this project are;- to enable the association to use the technical centre for the training of all of its teams;- to provide the association with a functional and modern facility,400000,0,0,0,400000,400000,723,39,NA,NA,39,723,SRB,2006
p540,http://www.fifa.com/associations/association=sri/development-activities/goal/index.html,Sri Lanka,ASIA (EX. NEAR EAST),Technical centre,26.10.2010,Jaffna,Construction of a regional technical centre in Jaffna. The project is a special programme for war-affected areas in the northern part of the island,4,The objectives of this project are;-to implement football facilities in war-affected areas;-to organise football tournaments;-to provide a facility for training and courses,400000,0,0,0,400000,341435,78,173,227,150,-23,149,LKA,2010
p541,http://www.fifa.com/associations/association=sri/development-activities/goal/index.html,Sri Lanka,ASIA (EX. NEAR EAST),Technical centre,15.03.2010,Gampaha,Completion of the technical centre. The project includes: a natural turf pitch and changing rooms,3,The objectives of this project are;-to provide facilities for the training of the national teams;-to provide facilities for coaching and refereeing courses;-to provide facilities for weekend coaching programmes for children,400000,0,0,0,400000,322894,78,173,227,150,-23,149,LKA,2010
p542,http://www.fifa.com/associations/association=sri/development-activities/goal/index.html,Sri Lanka,ASIA (EX. NEAR EAST),Technical centre,15.10.2003,Colombo,"Construction of a national technical centre. The project includes: a natural turf pitch, dormitories and multifunctional rooms",2,The objectives of this project are;-to provide the association with its own facilities;-to ensure the association’s independence;-to develop football at all levels,400000,0,0,0,400000,400000,78,173,227,150,-23,149,LKA,2003
p543,http://www.fifa.com/associations/association=sri/development-activities/goal/index.html,Sri Lanka,ASIA (EX. NEAR EAST),Headquarters,04.07.2001,Colombo,Construction of the association’s headquarters,1,The objective of this project is;-to deliver headquarters and administrative offices befitting a football association,400000,0,0,0,551000,400000,78,173,227,150,-23,149,LKA,2001
p544,http://www.fifa.com/associations/association=ssd/development-activities/goal/index.html,Sudan,SUB-SAHARAN AFRICA,Headquarters,25.09.2012,Juba,Headquarters of the South Sudan FA.,1,"South Sudan joined FIFA in May 2012 following independence of the country in July 2011. The federation is presently hosted in a rented house that limits the future potential of the federation. Construction of a headquarters in the hope of achieving the following objectives;- Bring together the various bodies and members of the South Sudan FA under one roof, including the future national league;- Improve the working conditions for the present and future staff;- Enhance the association’s visibility and profile;- Ensure autonomy and respect for the South Sudan FA vis-à-vis national authorities",500000,0,0,0,500000,NA,288,112,289,129,17,1,SDN,2012
p545,http://www.fifa.com/associations/association=stp/development-activities/goal/index.html,Sao Tome e Principe,SUB-SAHARAN AFRICA,Headquarters,03.09.2013,,Headquarters and fence around the technical centre for the São Tomean Football Association,4,Construction of a headquarters and a fence around the centre with the aim of achieving the following objectives;1) To bring together the various bodies and members of the São Tomean FA under one roof;2) To enhance the association’s visibility and profile;3) To help to reinforce football’s positive image in São Tomé e Príncipe;4) To create a “home of São Tomean football” with a proper administration that serves football;5) To improve the working conditions of footballers and managers,500000,0,0,0,500000,NA,75,174,112,180,6,37,STP,2013
p546,http://www.fifa.com/associations/association=stp/development-activities/goal/index.html,Sao Tome e Principe,SUB-SAHARAN AFRICA,Technical centre,22.10.2008,Principe,Construction of a technical centre,3,The objectives of this project are;- to upgrade the football facilities in the autonomous region of Principe;- to develop the quality of the game;- to strengthen the training of youth teams,400000,0,0,14844,400000,377816,75,174,112,180,6,37,STP,2008
p547,http://www.fifa.com/associations/association=stp/development-activities/goal/index.html,Sao Tome e Principe,SUB-SAHARAN AFRICA,Football pitch,15.03.2006,Sao Tomé,Installation of an artificial turf pitch at the technical centre,2,The objective of this project is;- to improve the playing surface for the benefit of youth football development,400000,62000,0,0,462000,462000,75,174,112,180,6,37,STP,2006
p548,http://www.fifa.com/associations/association=stp/development-activities/goal/index.html,Sao Tome e Principe,SUB-SAHARAN AFRICA,Technical centre,13.02.2001,São Tomé,Construction of a technical centre and renovation of an existing football pitch,1,"The objective of this project is;- to organise courses, seminars and activities for the development of youth and women’s football",400000,189413,0,0,645413,589413,75,174,112,180,6,37,STP,2001
p549,http://www.fifa.com/associations/association=sui/development-activities/goal/index.html,Switzerland,WESTERN EUROPE,Football academy,19.03.2014,Switzerland,"Swiss Football Association intents to construct in 2015, 8 regional training centres in cooperation with local clubs to focus on the preparation of young players (U16). The existing educational centre run by the federation concentrates on the preparation of U14 ñ U16 and requires a transitional funding in order to interlink the old model into the new educational system in 2015.",2,ï To educate & coach young talented football players;ï To ensure smooth transition from centre run by the federation to club’s training centres,500000,0,0,0,500000,NA,1117,11,516,61,50,-601,CHE,2014
p550,http://www.fifa.com/associations/association=sui/development-activities/goal/index.html,Switzerland,WESTERN EUROPE,IT projects,26.10.2010,Berne,Purchase of IT system and equipment for the headquarters,1,"The objectives of this project are;- to modernise the association’s IT system;- to improve cooperation between the regional associations and the member association;- to centralise the exchange of information between the different stakeholders: management, regional associations and external users",400000,0,1181155,0,1581155,400000,1117,11,516,61,50,-601,CHE,2010
p551,http://www.fifa.com/associations/association=sur/development-activities/goal/index.html,Suriname,LATIN AMER. & CARIB,Other,25.09.2012,Paramaribo,"Transformation of the old gym hall into a modern fitness centre.;The renovation includes new roofing, conservation of the existing steel structure, and improvement of the existing platform stand.",4,- Further strengthen the infrastructural base of the sport by offering top-class training facilities for all national teams;- Provide facilities in a total athletic environment for the coaches and technical staff;- Create opportunities to increase income,500000,0,0,0,500000,40003,115,164,171,164,0,56,SUR,2012
p552,http://www.fifa.com/associations/association=sur/development-activities/goal/index.html,Suriname,LATIN AMER. & CARIB,Headquarters,15.03.2010,Paramaribo,Renovation of the headquarters and upgrade of the technical centre,3,"The objectives of this project are;-to deliver headquarters and administrative offices befitting a football association;-to improve the image of the association;-to organise development programmes for youth, women’s football and grassroots",400000,0,0,0,400000,399246,115,164,171,164,0,56,SUR,2010
p553,http://www.fifa.com/associations/association=sur/development-activities/goal/index.html,Suriname,LATIN AMER. & CARIB,Other,22.09.2004,Paramaribo,Renovation of the Andre Kamperveen Stadium,2,The objective of this project is;-to upgrade the stadium in accordance with FIFA security standards,400000,0,129000,0,529000,400000,115,164,171,164,0,56,SUR,2004
p554,http://www.fifa.com/associations/association=sur/development-activities/goal/index.html,Suriname,LATIN AMER. & CARIB,Technical centre,04.07.2001,Paramaribo,"Construction of a technical centre. The project includes: a football pitch, offices, classrooms, dormitories and fences",1,"The objectives of this project are;-to organise educational courses for coaches, youth and women’s football;-to enable the association to use its technical centre for the training of all of its football teams",400000,119910,0,0,519910,519910,115,164,171,164,0,56,SUR,2001
p555,http://www.fifa.com/associations/association=svk/development-activities/goal/index.html,Slovakia,EASTERN EUROPE,Technical centre,03.09.2013,East Slovakia,The federation intends to construct second national training centre in eastern part of Slovakia,3,ï Promotion of football in the eastern part of the country;ï Preparation of the players in higher altitude;ï Development of young talents,500000,0,4000000,0,9000000,321448,903,22,610,26,4,-293,SVK,2013
p556,http://www.fifa.com/associations/association=svk/development-activities/goal/index.html,Slovakia,EASTERN EUROPE,Other,03.12.2006,Bratislava,Purchase of office and IT equipment for the national headquarters,2,The objective of this project is;- to help the association to optimise the use of its headquarters,400000,0,0,0,400000,400000,903,22,610,26,4,-293,SVK,2006
p557,http://www.fifa.com/associations/association=svk/development-activities/goal/index.html,Slovakia,EASTERN EUROPE,Technical centre,15.02.2001,Senec,"Construction of a national technical centre. The project includes: administrative offices, conference rooms, football pitches, a sports hall, spectator stands, dressing rooms and parking",1,The objective of this project is;-to enable the association to use the technical centre for the training of its various football teams,500000,300000,0,0,800000,800000,903,22,610,26,4,-293,SVK,2001
p558,http://www.fifa.com/associations/association=svn/development-activities/goal/index.html,Slovenia,EASTERN EUROPE,Technical centre,18.10.2011,Brdo pri Kranj,Construction of the national technical centre. The project includes: accommodation and dressing rooms,2,The objectives of this project are;- to reduce costs;- to enable the association to use the technical centre for the training of its various football teams;- to organise courses for coaches and referees,500000,0,3847826,0,4347826,NA,640,47,583,33,-14,-57,SVN,2011
p559,http://www.fifa.com/associations/association=svn/development-activities/goal/index.html,Slovenia,EASTERN EUROPE,Football pitch,01.05.2003,Ljubljana,Installation of an artificial turf pitch at the technical centre,1,The objectives of this project are;- to offer specific programmes for youth teams;- to develop young talent in the academic and football field (age group 15-19);- to organise training camps for all youth national teams,406870,0,0,0,406870,406870,640,47,583,33,-14,-57,SVN,2003
p560,http://www.fifa.com/associations/association=swz/development-activities/goal/index.html,Swaziland,SUB-SAHARAN AFRICA,Technical centre,18.10.2011,Sishweleni Region,Construction of a new Technical Centre in the Sishweleni Region.,3,The main objective is to spread a professional approach towards football at regional level in order to identify young talents and invest on grassroots activities. The following goals will be achieved;1) To create a nerve centre for another region in Swaziland;2) To provide a good facility for football in this region at all levels which did not exist previously;3) To allow for a Centre of Excellence for both girls and boys football in Sishweleni Region (youth football),500000,0,0,0,500000,70988,103,165,267,134,-31,164,SWZ,2011
p561,http://www.fifa.com/associations/association=swz/development-activities/goal/index.html,Swaziland,SUB-SAHARAN AFRICA,Football pitch,19.10.2011,Lobamba,National Tecnical Centre,2,To reinforce the national capcity to develop the game.;To develop specific programs for the diferents tecnical aspect and in particular for the youth and women's football,400000,19239,0,0,419239,419239,103,165,267,134,-31,164,SWZ,2011
p562,http://www.fifa.com/associations/association=swz/development-activities/goal/index.html,Swaziland,SUB-SAHARAN AFRICA,Headquarters,03.12.2006,,,1,,398000,0,13000,0,411000,398000,103,165,267,134,-31,164,SWZ,2006
p563,http://www.fifa.com/associations/association=syr/development-activities/goal/index.html,Syria,NEAR EAST,Other,28.02.2011,Damascus,Construction of a futsal hall at Al Fayha sports city in Damascus. The project includes: a hall and changing rooms,4,The objectives of this project are;-to promote futsal activities in the country;-to train national teams for local and international competitions;-to provide the association with infrastructure during winter time,500000,493227,0,0,993227,NA,147,150,412,98,-52,265,SYR,2011
p564,http://www.fifa.com/associations/association=syr/development-activities/goal/index.html,Syria,NEAR EAST,Football pitch,15.03.2010,Damascus,Installation of a full-sized football turf pitch,3,The objective of this project is;-to provide a training infrastructure for the national teams,400000,99900,0,0,499900,499900,147,150,412,98,-52,265,SYR,2010
p565,http://www.fifa.com/associations/association=syr/development-activities/goal/index.html,Syria,NEAR EAST,Football pitch,03.12.2006,Damascus,Installation of two artificial turf pitches: one for the Al Kisweh club and one for the Al Majd club.,2,The objective of this project is;-to provide the association with training facilities for clubs as well as the national teams,400000,582300,0,0,982300,982300,147,150,412,98,-52,265,SYR,2006
p566,http://www.fifa.com/associations/association=syr/development-activities/goal/index.html,Syria,NEAR EAST,Headquarters,04.03.2002,Damascus,Headquarters in the Al Fayha Stadium. The project includes an auditorium,1,The objective of this project is;-to deliver headquarters and administrative offices befitting a football association,400000,120800,0,0,520800,520800,147,150,412,98,-52,265,SYR,2002
p567,http://www.fifa.com/associations/association=tan/development-activities/goal/index.html,Tanzania,SUB-SAHARAN AFRICA,Football pitch,03.11.2002,Nyamagana,Installation of a football turf pitch at the Nyamagana Stadium in Mwanza.,4,"Following the construction of a Headquarters, Technical Centre and a football turf using Goal Projects 1, 2 & 3, the project includes the construction of another football turf pitch. The objectives of the project are;1) To improve the region’s football facilities;2) To reduce maintenance costs, mainly water and mowing;3) To enable players to get accustomed to artificial turf surfaces;4) To support the league and enable matches to take place in an adequate environment",500000,0,0,128873,500000,NA,315,107,248,141,34,-67,TZA,2002
p568,http://www.fifa.com/associations/association=tan/development-activities/goal/index.html,Tanzania,SUB-SAHARAN AFRICA,Football pitch,22.10.2008,Zanzibar (Pemba Island),Installation of a Football Turf Pitch in Zanzibar (Pemba Island).;Gombani Stadium is owned by Zanzibar Government and not TFF,3,To developp the Football facilities in the Island of Zamzibar;To establish development programs in particular for the youth.,400000,0,0,100000,400000,500000,315,107,248,141,34,-67,TZA,2008
p569,http://www.fifa.com/associations/association=tan/development-activities/goal/index.html,Tanzania,SUB-SAHARAN AFRICA,Football pitch,21.03.2007,Dar Es Salam,Installation of on Artificial Turf pitch in the National Tecnical Centre,2,To complete the National Tecnical Centre;To establish development programs in particular for the youth.,400000,0,0,0,400000,400000,315,107,248,141,34,-67,TZA,2007
p570,http://www.fifa.com/associations/association=tan/development-activities/goal/index.html,Tanzania,SUB-SAHARAN AFRICA,Technical centre,04.07.2001,Dar es Salaam,Renovation of association headquarters and training centre in the Karume stadium in Dar es Salaam.,1,"To renovate the existing offices of the Headquarters.;To construct a hotel with kitchen facilities, dining room, a gymnasium and medical facilities in the Karume stadium in Dar es Salaam.",400000,308797,0,0,708797,708797,315,107,248,141,34,-67,TZA,2001
